title,date,url,quote,status
O que é fato no pronunciamento de Temer pelo Dia do Trabalho,"2 de maio de 2018, 19h15",https://www.aosfatos.org/noticias/o-que-e-fato-no-pronunciamento-de-temer-pelo-dia-do-trabalho/,"Veja o exemplo do trabalhador do campo que, com seu esforço diário, ajudou o país a sair da recessão e, com suas safras recordes, coloca comida mais barata na mesa de todos os outros trabalhadores.",IMPRECISO
O que dizem os políticos e as redes sobre o julgamento de Lula — e o que mostram os fatos,"24 de janeiro de 2018, 08h30",https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,"... e deixou a Petrobras no vermelho. — Eduardo Bolsonaro, deputado federal (PSC-SP)",IMPRECISO
O que dizem os políticos e as redes sobre o julgamento de Lula — e o que mostram os fatos,"24 de janeiro de 2018, 08h30",https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,"Contrato mostra que apartamento é de Lula. — Fernando Holiday, vereador de São Paulo (DEM-SP)",INSUSTENTÁVEL
O que dizem os políticos e as redes sobre o julgamento de Lula — e o que mostram os fatos,"24 de janeiro de 2018, 08h30",https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,"Declaração de IR mostra que apartamento é de Lula. — Fernando Holiday, vereador de São Paulo (DEM-SP)",VERDADEIRO
O que dizem os políticos e as redes sobre o julgamento de Lula — e o que mostram os fatos,"24 de janeiro de 2018, 08h30",https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,"E-mails internos da OAS mostram que apartamento é de Lula. — Fernando Holiday, vereador de São Paulo (DEM-SP)",FALSO
O que dizem os políticos e as redes sobre o julgamento de Lula — e o que mostram os fatos,"24 de janeiro de 2018, 08h30",https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,"Jornais na época já informavam que apartamento era de Lula, sem oposição do ex-presidente. — Fernando Holiday, vereador de São Paulo (DEM-SP)",VERDADEIRO
O que dizem os políticos e as redes sobre o julgamento de Lula — e o que mostram os fatos,"24 de janeiro de 2018, 08h30",https://www.aosfatos.org/noticias/o-que-dizem-os-politicos-e-redes-sobre-o-julgamento-de-lula-e-o-que-mostram-os-fatos/,Eles fizeram um circo para dizer que o Brasil está crucificando um inocente. Um inocente que assaltou o Brasil e só de aposentadoria já foi bloqueado R$ 72 milhões sem nunca ter trabalhado. — ,FALSO
Lista com troca-troca de partidos de Ciro Gomes tem informações erradas,"17 de maio de 2018, 19h30",https://www.aosfatos.org/noticias/lista-com-troca-troca-de-partidos-de-ciro-gomes-tem-informacoes-erradas/,1977 - Arena,FALSO
Lista com troca-troca de partidos de Ciro Gomes tem informações erradas,"17 de maio de 2018, 19h30",https://www.aosfatos.org/noticias/lista-com-troca-troca-de-partidos-de-ciro-gomes-tem-informacoes-erradas/,1982 - PDS,VERDADEIRO
Lista com troca-troca de partidos de Ciro Gomes tem informações erradas,"17 de maio de 2018, 19h30",https://www.aosfatos.org/noticias/lista-com-troca-troca-de-partidos-de-ciro-gomes-tem-informacoes-erradas/,1986 - PMDB,IMPRECISO
